Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /api/orders/mine,131,114,85,682.5583490004535,21.05354191735387,17853.070000070147,5019.267175572519,2.2251066203169527,1.936352326077348,85,100,110,130,690,860,17000,18000,18000,18000,18000
POST,POST /api/auth/signup,20,4,16000,12487.31892699143,304.310540901497,24392.56370801013,333.6,0.33971093439953476,0.06794218687990695,16000,16000,17000,18000,18000,24000,24000,24000,24000,24000,24000
POST,POST /api/orders,262,234,85,304.89214837199205,22.487833979539573,20653.852624935098,5374.767175572519,4.450213240633905,3.9746179324745565,85,94,100,110,1000,1400,1500,1600,21000,21000,21000
GET,[warmup] /api/health,20,0,4200,8668.978558300296,1077.9164999257773,16361.017791903578,38.0,0.33971093439953476,0.0,13000,14000,15000,15000,16000,16000,16000,16000,16000,16000,16000
,Aggregated,433,352,87,1368.1820699731081,21.05354191735387,24392.56370801013,4787.863741339492,7.354741729749927,5.978912445431812,87,100,150,300,1500,15000,17000,18000,24000,24000,24000
